id_venda,id_pedido,data_venda,data_envio,id_cliente,nome_cliente,email_cliente,cidade_cliente,estado_cliente,categoria_produto,produto,marca,quantidade,valor_unitario,valor_venda,desconto,frete,canal,forma_pagamento,parcelas,status_pagamento,transportadora,status_entrega
4137,PED-62813,2024-02-26,2024-09-14,454,Srta. Maria Eduarda Costela,tmendes@example.net,Brito,PE,Casa,Natus,Apple,5,1474.33,2784.83,0,69.2,app,Débito,1,Aprovado,Total Express,Entregue
4138,PED-25278,2025-07-08,2024-08-02,670,Srta. Nicole Mendes,oliveiracaue@example.com,Viana,PI,Beleza,At,Samsung,4,1986.23,306.94,30,10.69,Site,Crédito,1,Pendente,Total Express,Em trânsito
4139,PED-51397,2024-08-21,2024-12-29,36,Miguel Martins,almeidajosue@example.com,Guerra,RN,Casa,Suscipit,Genérica,3,1426.29,928.28,0,91.53,app,Crédito,12,Pendente,Total Express,Atrasado
4140,PED-20020,2025-09-05,2024-03-20,509,Amanda Ferreira,rezendejade@example.org,Duarte,PE,Eletrônicos,Quia,Apple,2,1931.97,1783.64,10,94.17,app,Débito,3,Aprovado,Correios,Entregue
4141,PED-78124,2025-04-02,2024-06-22,430,Sofia Pimenta,diasalexandre@example.com,Castro do Oeste,MT,Eletrônicos,Voluptas,Genérica,1,3468.23,1848.39,0,36.62,SITE,Crédito,1,Pendente,Total Express,Entregue
4142,PED-98460,2026-01-06,2025-07-29,569,Liz Melo,marinasa@example.net,Jesus do Amparo,MA,eletronicos,Explicabo,Genérica,5,637.6,2863.19,30,76.5,app,Pix,12,aprovado,Total Express,Em trânsito
4143,PED-98167,2025-02-20,2024-10-23,372,Levi Siqueira,correialucas@example.net,Aragão,AP,Eletrônicos,Incidunt,Apple,3,2343.26,2380.49,20,5.84,app,Débito,1,Pendente,Total Express,Atrasado
4144,PED-97936,2025-02-05,2024-04-09,1041,Kevin Silveira,duartemateus@example.com,Casa Grande,MA,Roupas,Quis,Samsung,3,1397.23,2023.38,20,36.42,app,Débito,1,Pendente,Total Express,Atrasado
4145,PED-78359,2024-03-29,2024-05-26,344,Lucca Cassiano,ana-vitoria11@example.com,Macedo das Pedras,RO,eletronicos,Eos,Apple,5,645.02,85.3,0,38.54,Aplicativo,Pix,3,Aprovado,Total Express,Atrasado
4146,PED-63270,2026-01-06,2025-05-13,278,Sr. Caio Sá,monteiroalexia@example.org,Abreu da Mata,SE,Beleza,Modi,Apple,1,2208.99,1973.44,0,40.7,app,Boleto,1,Recusado,Jadlog,Atrasado
4147,PED-84609,2024-08-28,2026-01-04,567,Luan Borges,wmoreira@example.com,Caldeira,PR,Casa,Enim,Genérica,2,3087.5,1015.38,20,100.28,Aplicativo,Pix,1,aprovado,Total Express,Atrasado
4148,PED-34708,2025-09-28,2024-07-26,1139,Srta. Maria Cardoso,santosluiz-felipe@example.com,Rocha,MS,Beleza,Aut,LG,2,2931.32,3484.27,30,91.06,Site,Boleto,1,aprovado,Jadlog,Em trânsito
4149,PED-52287,2025-05-29,2025-10-26,915,Sr. Henry da Rosa,eduardabarbosa@example.com,Machado da Serra,GO,Roupas,Fugiat,LG,1,2747.34,3187.84,0,15.37,App,Pix,6,Recusado,Jadlog,Em trânsito
4150,PED-94721,2024-07-03,2024-10-20,929,Srta. Alice Peixoto,fernando56@example.net,Cavalcante,TO,Beleza,Eius,Samsung,5,2547.24,3447.46,0,21.34,App,Pix,6,aprovado,Total Express,Atrasado
4151,PED-26241,2025-01-24,2024-11-13,395,Thomas da Cunha,cunhamanuella@example.com,Rezende,AL,Beleza,Saepe,Genérica,3,2654.57,2819.58,0,114.34,Aplicativo,Crédito,2,Recusado,Jadlog,Entregue
4152,PED-93093,2025-12-24,2024-12-31,36,Oliver Mendes,anthonycardoso@example.org,Machado do Campo,DF,Casa,Nostrum,LG,2,2135.13,1791.21,30,84.89,Site,Crédito,2,Recusado,Correios,Atrasado
4153,PED-42249,2024-08-21,2024-04-01,716,Srta. Ana Beatriz Nascimento,isadora99@example.net,Martins do Galho,RO,Roupas,Est,Adidas,1,2170.17,2951.86,0,104.93,Aplicativo,Débito,3,Pendente,Total Express,Em trânsito
4154,PED-26236,2025-05-27,2026-01-14,1061,Francisco Pinto,lnovaes@example.com,da Luz do Sul,MG,Beleza,Asperiores,Apple,4,3421.07,778.92,0,45.25,app,Pix,3,aprovado,Jadlog,Entregue
4155,PED-69999,2025-08-07,2024-06-14,701,Ian Peixoto,nguerra@example.org,Casa Grande,SE,Roupas,Iste,Apple,2,408.26,686.19,20,103.38,SITE,Débito,6,Aprovado,Correios,Entregue
4156,PED-93598,2024-03-12,2024-02-06,1041,Maria Flor Mendes,oalmeida@example.org,Freitas de da Mota,PB,Eletrônicos,Ipsum,Adidas,3,534.08,1808.69,30,101.09,App,Crédito,1,aprovado,Correios,Atrasado
4157,PED-18689,2026-01-23,2024-03-21,917,Esther Moura,luiz-otavio42@example.org,Novais de Cirino,PE,Casa,Eos,Nike,3,2631.83,1273.99,0,52.8,Aplicativo,Boleto,6,Recusado,Total Express,Entregue
4158,PED-18634,2025-05-08,2024-04-19,595,Nicolas Duarte,aparecidapedro-henrique@example.net,Sousa,SE,eletronicos,Eaque,Adidas,5,825.46,1073.78,30,93.78,App,Crédito,3,Recusado,Total Express,Entregue
4159,PED-55164,2024-05-19,2024-11-25,222,Antônio Cassiano,vitor-hugocamara@example.net,Aragão,AM,eletronicos,Hic,Adidas,3,3408.44,349.4,20,104.85,SITE,Débito,2,Recusado,Jadlog,Em trânsito
4160,PED-25933,2025-06-24,2025-02-13,247,Yuri Nogueira,emillyvasconcelos@example.com,Ribeiro dos Dourados,TO,Roupas,Expedita,Genérica,1,1348.8,1043.31,10,65.32,app,Pix,6,Recusado,Total Express,Atrasado
4161,PED-12158,2025-08-09,2025-04-24,1140,Dra. Hellena Peixoto,rael20@example.net,Pinto,AP,Roupas,Sit,Apple,4,2135.45,1815.71,0,0.0,Site,Pix,12,Recusado,Jadlog,Atrasado
4162,PED-81142,2024-03-29,2024-11-05,667,Giovanna Marques,isabellada-rosa@example.net,Aragão do Amparo,MS,Casa,Aliquam,Samsung,3,1374.55,605.22,0,116.16,Site,Crédito,1,Pendente,Total Express,Atrasado
4163,PED-70763,2024-06-23,2025-12-23,659,Giovanna Mendes,agatha82@example.net,Farias de Cassiano,AL,Roupas,A,Nike,4,1111.86,2173.21,10,96.02,SITE,Débito,6,Pendente,Correios,Entregue
4164,PED-82297,2025-10-10,2024-08-31,1157,Srta. Evelyn Moreira,carvalhomariah@example.com,Viana da Mata,PB,eletronicos,Consequatur,Apple,2,674.97,253.31,0,22.74,Site,Débito,6,aprovado,Total Express,Atrasado
4165,PED-15055,2024-02-16,2024-03-30,915,Laís Campos,paulo45@example.org,da Cruz de Minas,BA,eletronicos,Reprehenderit,Adidas,3,711.25,972.17,0,115.1,SITE,Boleto,1,Pendente,Total Express,Em trânsito
4166,PED-71589,2025-04-24,2024-02-26,1199,Bernardo Aragão,orocha@example.org,Almeida,SP,Roupas,Accusantium,Samsung,3,3433.89,810.71,0,24.98,Site,Débito,3,aprovado,Correios,Entregue
4167,PED-70555,2024-10-13,2024-11-12,483,Catarina Alves,aparecidaenzo@example.org,Camargo do Campo,MG,Casa,Quidem,LG,3,1573.72,770.24,10,101.73,Site,Crédito,6,Recusado,Jadlog,Atrasado
4168,PED-32432,2025-10-27,2025-09-15,875,Dr. Luigi Lima,maria-juliagomes@example.net,Andrade,GO,eletronicos,Explicabo,Nike,4,1254.93,2483.2,0,90.45,App,Boleto,2,Recusado,Total Express,Em trânsito
4169,PED-46373,2024-09-27,2024-09-19,610,Ian Sá,joaolima@example.com,Fogaça,PR,Beleza,Illum,Adidas,3,611.0,2614.18,0,75.45,Aplicativo,Pix,1,Aprovado,Correios,Em trânsito
4170,PED-33109,2024-07-03,2025-07-16,972,Nicole Andrade,yagosilva@example.net,Lopes do Norte,RN,Roupas,Fugit,Apple,5,2524.49,1092.92,0,93.56,SITE,Pix,6,aprovado,Total Express,Entregue
4171,PED-10501,2024-05-23,2025-07-24,544,Marcela Marques,fernandesarthur@example.com,Garcia,PB,Roupas,Occaecati,Samsung,3,2735.84,2968.34,0,112.17,App,Boleto,1,Aprovado,Jadlog,Atrasado
4172,PED-28321,2025-06-06,2025-01-26,1099,Rael Silva,ottoda-mata@example.net,da Conceição da Praia,RR,Eletrônicos,Atque,LG,3,2924.93,1267.95,0,55.2,Site,Pix,1,Recusado,Total Express,Em trânsito
4173,PED-58979,2024-05-30,2024-12-01,836,Hellena Barbosa,vda-cruz@example.org,Costela,PA,Roupas,Omnis,Samsung,5,3084.91,3012.24,0,58.1,app,Débito,1,Recusado,Total Express,Entregue
4174,PED-35355,2024-11-04,2024-02-10,278,Sr. Enzo Gabriel Siqueira,acorreia@example.net,da Mata do Campo,RS,Casa,Necessitatibus,Genérica,5,2507.25,2327.41,0,24.99,SITE,Crédito,1,aprovado,Correios,Atrasado
4175,PED-81324,2024-08-26,2024-08-29,254,Leandro Sá,dcosta@example.com,Jesus,PR,eletronicos,Accusamus,Nike,2,546.3,132.54,20,33.17,Site,Pix,12,Pendente,Correios,Entregue
4176,PED-85303,2025-07-16,2024-06-12,438,Maria Liz Fogaça,marinaleao@example.org,Cavalcanti,TO,Eletrônicos,Repudiandae,Apple,3,2864.36,1536.14,0,111.58,App,Crédito,1,Pendente,Jadlog,Atrasado
4177,PED-84948,2025-11-04,2024-10-07,76,Maria Júlia Ribeiro,imendes@example.com,Abreu do Amparo,PR,Roupas,Officia,Adidas,5,1805.31,2793.29,0,79.09,Site,Boleto,2,Recusado,Correios,Em trânsito
4178,PED-51564,2024-09-15,2025-09-28,72,Thales Rios,umendonca@example.net,Pinto das Flores,PA,Roupas,Saepe,Apple,2,473.08,990.33,20,4.89,app,Pix,1,Recusado,Jadlog,Atrasado
4179,PED-42302,2025-03-01,2025-10-10,1149,Eduarda Aragão,guerrabenicio@example.org,da Cruz Grande,DF,Eletrônicos,Alias,Apple,5,2234.95,981.67,10,28.24,app,Boleto,6,aprovado,Correios,Atrasado
4180,PED-75796,2025-07-11,2025-10-21,5,Leandro Sampaio,fernandesmariana@example.net,Lopes Alegre,RJ,Roupas,Laborum,Samsung,1,2038.95,2314.33,10,117.09,app,Crédito,2,Aprovado,Correios,Entregue
4181,PED-29426,2024-07-26,2025-06-02,150,Marcela Montenegro,yrocha@example.org,Souza do Sul,MT,Beleza,Doloremque,Apple,2,883.72,2583.17,0,49.23,Site,Crédito,6,aprovado,Correios,Entregue
4182,PED-70841,2025-04-11,2025-08-04,749,Maria Julia Rocha,lais15@example.com,Pacheco de Souza,RS,Casa,Eligendi,Samsung,5,2103.84,2756.37,30,47.39,app,Boleto,1,Recusado,Total Express,Atrasado
4183,PED-74473,2024-02-03,2025-10-31,510,Dra. Evelyn da Cunha,pimentabrayan@example.net,Cassiano das Flores,SE,Beleza,Eum,Genérica,4,485.86,707.97,0,14.93,SITE,Pix,12,aprovado,Correios,Em trânsito
4184,PED-11906,2025-05-31,2025-09-14,517,Sarah Leão,leandro64@example.com,Moraes das Pedras,PE,Casa,Iste,Genérica,3,2062.11,795.24,10,104.25,Site,Boleto,12,Pendente,Correios,Atrasado
4185,PED-27237,2024-10-26,2024-09-11,988,Sr. Asafe Fogaça,carolineferreira@example.org,Pinto,RO,Beleza,Dolore,Samsung,2,3353.21,2353.3,20,58.37,App,Boleto,2,Pendente,Total Express,Atrasado
4186,PED-96758,2024-03-14,2024-08-28,23,Kevin Rios,larissavargas@example.com,das Neves,AL,Eletrônicos,Rem,Samsung,5,1668.25,2549.98,0,25.61,Site,Crédito,12,Aprovado,Jadlog,Atrasado
4187,PED-20003,2025-10-31,2025-09-27,467,Yago da Cruz,qsilveira@example.net,Macedo,BA,Casa,Quasi,Samsung,3,1050.54,2692.0,0,105.68,SITE,Boleto,1,Aprovado,Jadlog,Atrasado
4188,PED-94353,2024-11-01,2024-04-03,1180,Yasmin Silva,dvasconcelos@example.org,Dias Grande,SP,Roupas,Nulla,Samsung,3,2942.67,900.02,20,73.69,SITE,Débito,3,aprovado,Jadlog,Entregue
4189,PED-20676,2025-03-08,2024-09-30,185,Yuri Novais,arthur-gabrielda-cunha@example.com,Ferreira,MG,eletronicos,Necessitatibus,Apple,3,2523.55,941.56,20,99.7,Aplicativo,Débito,1,aprovado,Jadlog,Entregue
4190,PED-82882,2025-01-01,2026-01-26,155,Srta. Vitória Silva,cardosofernanda@example.net,Fonseca de Minas,ES,Eletrônicos,Optio,LG,5,525.39,2124.68,20,78.15,App,Boleto,2,aprovado,Correios,Em trânsito
4191,PED-44958,2024-10-20,2025-12-25,1025,André da Luz,gcosta@example.net,Peixoto de Minas,PI,eletronicos,Eaque,Nike,1,1763.45,2768.83,0,57.94,Site,Boleto,1,Aprovado,Jadlog,Entregue
4192,PED-69884,2025-09-11,2024-02-23,540,Dr. Felipe Martins,sarahsampaio@example.net,Sales das Pedras,AL,Eletrônicos,Odit,Samsung,1,1485.98,853.74,20,117.87,app,Débito,1,Aprovado,Total Express,Atrasado
4193,PED-80968,2025-10-22,2024-07-22,139,Yago Santos,alana88@example.net,Pastor do Norte,RO,Casa,Placeat,Samsung,4,1902.19,1433.73,0,10.96,SITE,Pix,3,Aprovado,Jadlog,Entregue
4194,PED-31038,2025-05-17,2025-02-24,964,Srta. Maria Julia Sá,pedroabreu@example.org,Pereira,ES,eletronicos,Eligendi,Apple,1,81.49,2189.59,0,37.8,Site,Crédito,12,Aprovado,Correios,Em trânsito
4195,PED-67639,2024-08-24,2025-05-12,495,Ian Fonseca,nataliada-cunha@example.net,Casa Grande da Prata,AL,eletronicos,Illo,Nike,3,1824.24,162.71,20,45.11,SITE,Boleto,2,aprovado,Jadlog,Entregue
4196,PED-70840,2025-02-09,2025-05-06,1010,Luísa Moura,anamartins@example.org,Rodrigues,PE,Roupas,Alias,Samsung,5,3274.34,2360.84,10,78.42,App,Pix,1,Aprovado,Correios,Em trânsito
4197,PED-34165,2025-01-08,2025-08-29,1002,Caleb Campos,xcasa-grande@example.net,Nascimento do Norte,RR,Roupas,Eius,LG,2,3291.62,2272.11,30,61.45,app,Boleto,1,Pendente,Total Express,Entregue
4198,PED-42676,2025-12-03,2025-07-02,997,João Guilherme Ferreira,cardosoana-laura@example.net,Pinto do Galho,MT,eletronicos,Rem,Samsung,5,1143.97,820.7,0,69.51,Site,Boleto,2,Aprovado,Correios,Atrasado
4199,PED-10238,2025-11-18,2024-08-30,1023,Matteo Pacheco,mourabeatriz@example.org,Lima da Praia,AM,Casa,Iusto,Samsung,2,3154.39,1757.71,10,88.98,App,Pix,12,Aprovado,Correios,Em trânsito
4200,PED-29048,2024-08-20,2024-12-28,414,Maria Isis Albuquerque,duarteisaac@example.org,Pacheco Paulista,RR,Roupas,Voluptates,Adidas,5,1506.38,3199.79,0,91.34,app,Crédito,1,Pendente,Total Express,Em trânsito
4201,PED-18307,2025-04-21,2025-10-14,688,Levi Nogueira,daniel37@example.com,Machado de Sampaio,TO,Casa,Consequatur,Genérica,3,996.06,2181.69,0,27.89,SITE,Pix,6,aprovado,Correios,Atrasado
4202,PED-95965,2025-01-22,2025-10-06,295,Sra. Caroline Montenegro,isadora37@example.net,Campos,AM,Beleza,Quam,Genérica,5,2246.33,3056.39,0,104.96,App,Crédito,6,aprovado,Jadlog,Entregue
4203,PED-40943,2025-04-15,2024-04-07,726,Luna Moreira,silveirayasmin@example.com,Costela,PI,Casa,Rem,LG,4,1444.3,2907.74,10,50.13,app,Débito,1,Recusado,Correios,Atrasado
4204,PED-36617,2024-06-02,2025-12-30,52,Julia Pastor,eda-costa@example.com,Rodrigues do Oeste,MT,Roupas,Culpa,Adidas,2,1481.49,174.35,20,35.35,App,Débito,6,Aprovado,Total Express,Em trânsito
4205,PED-49613,2025-02-12,2024-03-12,1056,Bella Ferreira,marianecavalcante@example.net,Pastor,SC,Roupas,Quod,LG,5,1581.08,471.84,0,86.44,Site,Débito,1,Aprovado,Jadlog,Atrasado
4206,PED-55717,2024-03-27,2024-07-15,221,Miguel da Mota,da-motaleonardo@example.org,Fernandes,ES,Beleza,Adipisci,Samsung,5,1307.11,3488.31,0,2.73,Site,Boleto,1,aprovado,Correios,Atrasado
4207,PED-43006,2024-08-29,2024-12-31,913,Josué Barbosa,leaocaleb@example.net,Lima,RO,eletronicos,Ullam,Genérica,2,1093.35,1827.28,10,73.93,Site,Boleto,2,aprovado,Jadlog,Entregue
4208,PED-52594,2025-07-27,2024-11-21,303,Renan da Cunha,pintoerick@example.net,Martins,AC,eletronicos,Ratione,LG,5,1839.25,303.05,0,22.97,Site,Boleto,6,aprovado,Jadlog,Em trânsito
4209,PED-79198,2025-05-08,2024-06-06,191,Marina da Paz,borgesgabriel@example.org,Mendonça,MS,eletronicos,Laudantium,Samsung,5,2860.39,628.32,30,61.8,Site,Boleto,6,Aprovado,Total Express,Entregue
4210,PED-40664,2025-12-04,2025-02-03,442,Bryan Castro,bsouza@example.org,Vasconcelos,AP,Casa,Officia,Adidas,1,1526.81,3117.89,30,85.24,App,Boleto,1,Pendente,Jadlog,Atrasado
4211,PED-51495,2025-07-03,2025-11-25,597,Ana Carolina Pastor,mariahlopes@example.org,da Paz de Jesus,ES,Eletrônicos,Deleniti,Adidas,4,2412.55,3480.93,0,33.52,app,Débito,1,Aprovado,Total Express,Em trânsito
4212,PED-42513,2024-08-05,2024-08-30,960,Anthony Lima,sborges@example.org,Siqueira das Flores,RN,Eletrônicos,Neque,LG,4,2266.14,692.91,0,63.18,app,Débito,12,Recusado,Correios,Em trânsito
4213,PED-45590,2024-08-09,2024-08-09,498,Sofia da Cunha,isabella61@example.net,Andrade Alegre,SP,Eletrônicos,Illo,Samsung,3,2217.4,2992.62,0,47.64,SITE,Débito,1,Pendente,Total Express,Atrasado
4214,PED-86089,2024-05-31,2025-10-08,511,Dr. Alexandre Costa,joao-vitormacedo@example.com,Martins de Viana,RO,Casa,Eos,Apple,2,1465.46,2510.37,0,14.78,app,Boleto,1,aprovado,Correios,Atrasado
4215,PED-74253,2024-07-30,2025-05-16,1111,Nathan da Costa,anthony-gabrielbarbosa@example.net,Brito,SC,Beleza,Assumenda,Samsung,3,2253.37,124.55,0,48.04,Aplicativo,Débito,1,aprovado,Jadlog,Em trânsito
4216,PED-92619,2025-02-23,2024-12-16,90,Benicio Moreira,ida-mata@example.org,Pimenta da Prata,RO,Roupas,Magni,Genérica,1,460.32,990.48,0,80.08,Site,Crédito,6,Aprovado,Total Express,Em trânsito
4217,PED-98707,2025-05-03,2024-09-12,888,Bruna da Cruz,ninamachado@example.net,da Cruz de Minas,AL,Eletrônicos,Libero,Adidas,4,2449.74,851.78,0,42.09,App,Débito,6,Pendente,Total Express,Atrasado
4218,PED-34135,2024-09-14,2024-09-17,684,Sabrina Lima,da-matalorenzo@example.net,da Cunha de Rocha,ES,Casa,Asperiores,Samsung,4,1122.64,2400.17,10,98.53,SITE,Pix,6,Pendente,Jadlog,Entregue
4219,PED-22357,2025-04-12,2025-04-17,561,Ana Beatriz Leão,marcela00@example.com,Duarte,RO,Casa,Nam,LG,5,1562.28,2662.83,0,47.91,App,Pix,2,aprovado,Total Express,Em trânsito
4220,PED-85610,2024-06-23,2024-09-16,300,Dra. Alice Rezende,vasconcelosbenjamim@example.org,Nascimento,GO,Beleza,Ea,Apple,2,2033.52,286.63,0,25.79,Aplicativo,Pix,1,Recusado,Correios,Em trânsito
4221,PED-74632,2025-10-14,2025-03-25,1167,Arthur Gonçalves,valentim36@example.org,Casa Grande,MT,Roupas,Quidem,Apple,2,76.08,1183.5,30,63.59,app,Débito,6,Pendente,Total Express,Entregue
4222,PED-17306,2025-09-03,2024-05-31,900,Alana Campos,vfernandes@example.com,Machado da Mata,AL,eletronicos,Quos,Genérica,3,2670.94,2760.53,20,51.22,Aplicativo,Débito,1,Aprovado,Total Express,Entregue
4223,PED-61672,2025-05-29,2025-11-09,248,Alícia Brito,arthur23@example.net,Araújo de Sousa,RR,eletronicos,Saepe,LG,5,1308.79,462.34,0,12.43,Aplicativo,Pix,3,aprovado,Jadlog,Em trânsito
4224,PED-81748,2026-01-17,2024-08-11,1082,Clarice Martins,heitornovaes@example.net,Novaes das Flores,SP,Roupas,Quas,Adidas,1,632.33,587.16,0,61.15,Site,Boleto,6,Aprovado,Correios,Em trânsito
4225,PED-96793,2025-06-20,2025-11-11,862,Rodrigo Martins,jgarcia@example.org,da Mota,MG,Casa,Tempora,Genérica,4,74.42,120.58,30,2.83,App,Crédito,12,Recusado,Correios,Em trânsito
4226,PED-36422,2025-12-04,2024-09-06,1127,Henry Gabriel Rezende,saraholiveira@example.net,da Costa das Pedras,AC,Beleza,Doloribus,Genérica,2,1128.3,725.28,10,96.71,App,Pix,6,Aprovado,Total Express,Atrasado
4227,PED-50692,2024-10-04,2025-03-09,499,Dra. Sophie Costa,igorramos@example.net,Pimenta de Pires,AM,Roupas,Iure,Genérica,2,1559.87,1827.9,20,55.19,Aplicativo,Pix,1,aprovado,Total Express,Atrasado
4228,PED-15852,2024-02-15,2025-10-27,395,Maria Flor Moraes,marquesluiz-fernando@example.org,Almeida,PA,Casa,Alias,Nike,4,140.98,1968.96,0,26.62,SITE,Débito,12,Pendente,Total Express,Em trânsito
4229,PED-74392,2024-03-06,2025-01-24,117,André Rocha,teixeiraana-liz@example.org,Azevedo da Mata,MA,Eletrônicos,Maxime,Adidas,4,666.94,2914.77,20,94.57,App,Crédito,1,Pendente,Correios,Entregue
4230,PED-29658,2025-06-18,2024-09-30,5,Luana Azevedo,caldeiramarcelo@example.org,Azevedo do Galho,RN,Eletrônicos,Tempora,Genérica,4,2720.73,1210.09,10,22.66,Site,Débito,12,Pendente,Total Express,Em trânsito
4231,PED-58131,2024-04-02,2025-01-19,889,Sr. Vicente Alves,pedro-lucas57@example.com,Viana de Minas,RJ,eletronicos,Fugit,Apple,2,3238.37,1882.12,0,110.72,App,Débito,1,Aprovado,Jadlog,Em trânsito
4232,PED-90425,2024-05-23,2025-02-21,201,Antonella Cassiano,liviasa@example.net,Camargo de Gomes,AC,Beleza,Quod,Samsung,2,339.28,240.16,0,99.61,Aplicativo,Pix,2,Pendente,Jadlog,Entregue
4233,PED-26045,2025-11-15,2024-09-26,65,Luna Garcia,cmontenegro@example.com,Nunes de Pereira,PA,Eletrônicos,Alias,Apple,4,102.33,2904.25,0,54.55,SITE,Débito,6,Pendente,Correios,Atrasado
4234,PED-86063,2024-02-12,2025-08-14,1074,Bella Costela,pedro-lucas22@example.com,Lopes de Minas,ES,Roupas,Maiores,LG,1,3465.14,1261.59,0,119.98,Aplicativo,Crédito,1,Aprovado,Jadlog,Entregue
4235,PED-46484,2025-09-16,2024-04-28,922,Srta. Maria Flor Campos,mariahmoraes@example.com,Rocha,PE,eletronicos,Expedita,Adidas,2,887.53,3168.73,20,61.55,app,Débito,1,aprovado,Jadlog,Em trânsito
4236,PED-47545,2025-05-02,2025-06-30,276,João Silveira,tsouza@example.net,Sá do Galho,PE,Beleza,Tempora,Adidas,1,1628.74,1909.21,0,86.23,app,Crédito,1,Aprovado,Correios,Atrasado
4237,PED-81207,2024-08-24,2024-08-20,511,Dra. Aurora da Mota,gustavo-henrique69@example.org,Cardoso de Sá,SP,Beleza,Sit,Genérica,1,1313.76,287.11,20,101.68,SITE,Débito,6,aprovado,Total Express,Entregue
4238,PED-24525,2026-01-06,2024-11-23,408,Jade da Paz,ada-luz@example.org,das Neves das Pedras,AC,Beleza,Sed,Genérica,3,1926.15,1316.79,30,10.16,App,Boleto,1,Recusado,Total Express,Atrasado
4239,PED-87769,2025-04-10,2025-12-06,206,Dra. Nina Caldeira,znunes@example.org,Carvalho das Pedras,PI,Eletrônicos,Quasi,LG,4,283.51,3165.42,0,98.81,Site,Débito,2,Pendente,Jadlog,Atrasado
4240,PED-87619,2025-05-22,2024-09-02,35,Renan Guerra,isissousa@example.com,Lopes de Pastor,BA,Beleza,Facere,Samsung,5,2637.54,3195.72,20,69.79,Aplicativo,Crédito,12,Pendente,Total Express,Em trânsito
4241,PED-53750,2024-08-19,2025-05-18,1174,Srta. Ana Beatriz Araújo,correiamatteo@example.net,Pacheco,RR,eletronicos,Asperiores,Nike,3,1379.37,503.82,30,72.06,SITE,Pix,1,Recusado,Total Express,Atrasado
4242,PED-21279,2026-01-02,2024-01-31,829,Maria Eduarda Porto,ana-vitorianovaes@example.com,Martins,AL,Casa,Tempore,LG,3,78.91,530.95,10,9.59,app,Débito,1,Pendente,Jadlog,Entregue
4243,PED-95499,2024-03-30,2026-01-08,795,Srta. Zoe Pires,arthur-gabrielcosta@example.com,Jesus de Aragão,AP,Beleza,Voluptates,LG,1,1634.87,1440.57,0,26.22,App,Boleto,6,aprovado,Jadlog,Entregue
4244,PED-53653,2025-06-13,2024-05-17,834,Danilo Aparecida,rezendemaria-helena@example.net,Barbosa,PE,Roupas,Ratione,Nike,5,1120.75,2613.12,10,34.07,Aplicativo,Débito,1,aprovado,Correios,Atrasado
4245,PED-21322,2024-09-20,2024-12-05,80,Heloísa Casa Grande,laviniarocha@example.com,Ferreira da Mata,PE,eletronicos,Provident,LG,4,181.11,2501.58,20,62.91,Aplicativo,Débito,1,aprovado,Jadlog,Atrasado
4246,PED-57012,2024-12-30,2025-11-16,508,Sr. Samuel Montenegro,maria-luisa41@example.org,Pacheco de Goiás,AP,eletronicos,Quo,Genérica,2,2237.69,254.05,0,45.5,app,Crédito,3,Aprovado,Jadlog,Atrasado
4247,PED-35751,2025-01-25,2024-10-04,17,Maria Clara Rezende,manuellabarbosa@example.org,Abreu de Minas,PB,Casa,Fugit,Samsung,4,1754.79,1710.22,0,5.96,App,Crédito,1,Aprovado,Jadlog,Atrasado
4248,PED-69252,2024-07-27,2025-12-01,1032,Sr. Ravi Lucca Pimenta,brenda91@example.net,Albuquerque,DF,Beleza,Perspiciatis,Apple,1,2828.37,652.52,0,53.99,App,Boleto,2,Aprovado,Total Express,Atrasado
4249,PED-73841,2024-10-11,2024-08-18,541,Vitor Ribeiro,hadassa23@example.org,Santos,RN,eletronicos,Vitae,Samsung,5,1991.42,1817.06,0,3.5,app,Pix,1,Recusado,Jadlog,Atrasado
4250,PED-31452,2025-09-11,2024-04-13,147,José da Rocha,heloisadas-neves@example.net,Santos,MG,Eletrônicos,Neque,Genérica,4,1724.36,251.01,30,104.49,Site,Pix,1,aprovado,Jadlog,Em trânsito
4251,PED-49193,2025-10-29,2025-05-18,972,Rafael Gonçalves,amoreira@example.org,Pinto,AM,Casa,Nemo,Apple,2,3232.04,1209.78,0,20.64,app,Débito,1,Recusado,Total Express,Entregue
4252,PED-71717,2025-05-17,2024-02-29,1063,Ian Fonseca,gomespietro@example.org,Moraes Verde,ES,eletronicos,Quis,Nike,2,306.06,924.98,0,52.06,Site,Pix,2,Aprovado,Jadlog,Em trânsito
4253,PED-33544,2024-11-05,2025-01-26,640,Sra. Luísa Machado,rafaelacostela@example.org,Duarte dos Dourados,AC,eletronicos,Nobis,Genérica,1,2257.55,3283.42,20,0.44,app,Crédito,12,aprovado,Total Express,Entregue
4254,PED-88230,2025-04-10,2025-11-19,771,Vitor Gabriel Santos,leo17@example.org,Marques,AM,Eletrônicos,Laudantium,Samsung,5,3057.51,1987.02,20,116.68,App,Boleto,6,Pendente,Total Express,Atrasado
4255,PED-56809,2024-11-18,2024-02-08,649,Calebe Mendonça,camilacorreia@example.com,da Luz,MG,Casa,Mollitia,Samsung,5,197.32,1954.24,0,116.62,SITE,Pix,1,Aprovado,Correios,Atrasado
