id_cliente,nome,email,sexo,data_nascimento,cidade,estado,data_cadastro,canal_aquisicao,tipo_cliente,score_credito
694,Raquel Oliveira,davi31@example.net,m,1978-02-07,Silva da Serra,Rio Grande do Norte,2023-11-21,Ads,PJ,397
695,Allana da Rosa,hsousa@example.net,F,1984-04-29,da Mota do Norte,es,2025-08-24,Organico,PF,881
696,Dr. Isaque Nascimento,zcorreia@example.org,M,1971-02-15,Ramos,Rio Grande do Sul,2023-07-13,ads,PF,598
697,Cecilia Machado,gomeslucas-gabriel@example.net,m,1999-04-26,da Paz,Amapá,2023-03-18,Organico,PJ,634
698,Arthur Gabriel Moraes,novaistheo@example.com,m,1962-07-03,Aragão,Roraima,2025-12-24,Orgânico,PF,376
699,Dom Sá,erick39@example.org,F,1993-10-24,Farias do Oeste,MA,2025-02-19,Social,PF,459
700,Clarice Nogueira,maria-claranovaes@example.org,M,2006-10-23,Pimenta,RS,2024-05-22,Organico,pf,621
701,Cauã Lopes,guilhermeporto@example.org,f,1967-07-21,Sampaio,PB,2025-03-07,Social,pf,512
702,Mariane Farias,pietro88@example.net,f,1985-03-22,Almeida de Dias,Pernambuco,2024-04-01,Organico,pf,422
703,Sra. Clarice Rodrigues,bduarte@example.com,M,1996-03-10,Souza da Prata,AP,2025-10-31,Orgânico,PJ,341
704,Maria Luiza Almeida,rochaantony@example.com,F,1945-10-01,Abreu de Almeida,Rio Grande do Sul,2024-12-21,ads,PF,554
705,Emanuella Brito,gfarias@example.net,m,2004-01-03,Alves,Roraima,2024-10-13,Social,PF,606
706,Caio Oliveira,carvalhomaria-laura@example.net,m,2006-09-28,Camargo,MS,2023-09-28,Ads,pf,763
707,Maria Eduarda Macedo,eloa30@example.com,F,1947-06-12,Freitas,PE,2025-04-25,Organico,PF,443
708,Manuella Lima,da-rosajoao-miguel@example.com,M,1962-12-02,Pimenta,ES,2024-09-13,Ads,PF,433
709,Davi Miguel da Paz,stellaazevedo@example.net,F,1966-04-29,Barros,Amazonas,2025-04-20,Orgânico,PJ,386
710,Letícia Azevedo,xcardoso@example.org,m,1942-07-20,Jesus do Galho,AL,2025-06-05,Ads,PF,502
711,Caroline Pires,alexia80@example.com,f,1950-06-17,Rocha de Minas,BA,2024-10-12,Ads,pf,425
712,Murilo da Rocha,teixeiradaniel@example.com,M,1954-02-05,Vasconcelos,Mato Grosso,2024-11-15,Ads,PF,887
713,Carolina Moraes,noah87@example.com,f,1982-08-06,Alves do Norte,ba,2023-09-07,Organico,pf,330
714,Luiz Henrique Leão,bsa@example.com,f,2000-03-16,Marques dos Dourados,rr,2025-08-12,Organico,PF,662
715,Sr. Otto Pinto,costelaaugusto@example.org,F,2000-09-12,Vieira,SP,2024-11-21,Orgânico,pf,756
716,Leonardo da Costa,otto23@example.com,F,1994-03-23,Macedo,SP,2023-12-12,Social,PJ,551
717,Raquel Vieira,pmacedo@example.org,m,1951-10-01,Nascimento,Alagoas,2023-10-17,Organico,PJ,790
718,Davi Luiz Souza,sborges@example.com,M,1963-04-23,Nascimento do Campo,AL,2024-07-23,Orgânico,pf,440
719,Calebe Rios,xfernandes@example.org,f,1946-03-16,Cirino,SP,2025-02-11,Social,PF,856
720,Bruno Novaes,qporto@example.net,M,1941-09-14,Almeida,Santa Catarina,2024-06-23,Orgânico,pf,857
721,Ana Cavalcante,silvaisaque@example.com,f,1947-12-18,da Conceição,Goiás,2023-08-10,Social,PJ,629
722,Ana Sophia Fernandes,jpeixoto@example.net,f,1961-08-10,Borges,Ceará,2023-08-22,ads,PF,626
723,Zoe Correia,yago42@example.org,F,2003-11-23,Mendes de Farias,SP,2025-09-02,Orgânico,PF,783
724,Eloá Nascimento,goncalveslaura@example.org,m,2003-05-25,Nogueira,es,2024-10-05,ads,PF,402
725,Isadora Monteiro,bernardo30@example.com,F,1963-06-29,Andrade da Prata,go,2024-01-31,ads,pf,846
726,Lucas Gabriel Siqueira,lopesana-julia@example.com,M,1965-06-07,Jesus,RN,2023-04-04,Social,pf,663
727,Clarice Ramos,amanda11@example.com,F,1960-03-21,Correia,RO,2024-09-05,ads,PJ,625
728,Rafaela das Neves,gaelda-mota@example.org,m,1956-05-26,Brito,am,2024-06-01,Ads,PJ,660
729,Marcos Vinicius Casa Grande,agathabarros@example.org,F,1970-12-13,Vasconcelos,ro,2025-02-01,ads,pf,855
730,Sr. Caleb Nunes,ravilopes@example.net,m,1998-03-12,Ramos,CE,2025-11-17,Organico,PF,392
731,Ana Júlia Abreu,noah93@example.org,M,2000-03-28,Albuquerque,AM,2023-02-15,Social,PF,320
732,Dr. Miguel Alves,da-rocharaul@example.org,f,1980-01-31,Casa Grande,PA,2025-03-08,Orgânico,PJ,506
733,Kaique Pastor,juliaduarte@example.net,F,1961-06-05,Sampaio,São Paulo,2024-12-23,ads,pf,360
734,Dra. Mariane Fogaça,eduardaaraujo@example.net,M,1995-01-24,Nogueira do Amparo,PA,2023-09-20,Social,PJ,445
735,Valentim da Mota,ayla33@example.org,M,1954-06-18,Cavalcanti Grande,pr,2024-07-01,Orgânico,PF,682
736,Benjamin da Costa,jcunha@example.net,f,1956-08-08,Caldeira de Monteiro,rj,2025-09-29,Ads,pf,609
737,Srta. Carolina Rocha,lunna10@example.net,m,1984-01-05,Gomes da Praia,MT,2025-06-02,ads,PJ,747
738,Oliver Freitas,danilo89@example.com,f,1948-10-14,Azevedo de Pimenta,ma,2024-11-15,Orgânico,PF,875
739,Rhavi da Rocha,kamillycamargo@example.net,m,1965-11-21,Melo,TO,2025-07-22,Social,PF,687
740,Theo Cavalcante,casa-grandegustavo@example.net,m,1961-08-28,Nogueira Paulista,df,2023-11-08,Orgânico,PF,481
741,Theodoro Monteiro,fernanda85@example.com,M,1970-11-04,das Neves,rr,2024-05-05,Social,pf,881
742,Joana Campos,jcostela@example.net,M,1954-04-28,Peixoto,BA,2024-07-31,Social,pf,526
743,Antonella Lopes,pintoluana@example.net,M,1962-04-10,Fonseca,Mato Grosso,2024-03-13,ads,pf,379
744,Larissa Castro,umontenegro@example.net,F,1990-08-25,Rodrigues da Mata,Minas Gerais,2024-04-23,Orgânico,PF,390
745,Kamilly Rocha,davi-luccafonseca@example.com,m,1974-04-18,Nogueira,Ceará,2025-12-25,Ads,pf,514
746,Lívia Abreu,caionovaes@example.com,F,1956-10-19,Abreu de Peixoto,pe,2023-10-04,Ads,pf,562
747,Letícia Cavalcante,guilherme22@example.org,M,2005-10-31,Cavalcante do Oeste,go,2023-12-22,Ads,PF,695
748,Noah Câmara,ferreirayago@example.com,f,1974-08-30,Oliveira das Pedras,ac,2024-01-09,Organico,PF,723
749,Maria Liz Ribeiro,enzo-gabrielda-rosa@example.net,f,2001-09-02,Teixeira,Paraíba,2025-04-15,Orgânico,PJ,684
750,Enzo Gabriel Farias,piresrhavi@example.org,M,2002-06-01,Oliveira Verde,Maranhão,2026-01-26,Social,PJ,530
751,Dra. Milena Aragão,machadosofia@example.com,F,1970-10-11,Novaes do Oeste,Goiás,2023-11-03,Ads,PF,601
752,Mariana Montenegro,diasana-beatriz@example.com,M,1985-10-24,Moraes,Ceará,2024-04-10,Orgânico,PF,375
753,Theo Casa Grande,brunada-mota@example.org,m,2003-04-05,Barbosa do Galho,BA,2025-12-29,Organico,PF,376
754,Lara da Costa,leandrosilva@example.org,M,2005-09-13,Vieira de Duarte,Mato Grosso,2023-04-03,Social,PJ,794
755,Thiago Abreu,brocha@example.net,M,1985-04-21,da Rosa de Ferreira,Santa Catarina,2024-10-11,ads,PJ,744
756,Lívia Monteiro,fernandesdiego@example.com,F,1999-05-30,Vieira da Serra,TO,2025-01-01,Ads,pf,510
757,Ana Beatriz Vieira,emilly72@example.com,F,1981-02-19,Sousa,Acre,2025-06-07,Social,PJ,853
758,Ester Azevedo,maysa65@example.net,m,1990-11-23,Camargo do Campo,mt,2023-06-30,Orgânico,pf,543
759,Isadora Nascimento,ana-julialeao@example.net,M,1977-06-20,Casa Grande do Norte,AM,2025-01-28,Organico,PJ,862
760,Ana Beatriz Carvalho,ffreitas@example.org,f,1952-07-14,da Luz,MS,2023-12-17,Ads,pf,303
761,Antony da Luz,vitor85@example.com,f,1967-08-11,Moraes,GO,2025-07-30,Orgânico,PJ,791
762,Luiz Fernando Machado,mariah51@example.org,F,1978-04-21,Nunes dos Dourados,TO,2023-12-07,Ads,PF,474
763,Luara Silveira,cda-rosa@example.org,m,1961-12-22,Casa Grande,GO,2025-12-01,Organico,PF,615
764,Dr. Lorenzo Gonçalves,carvalhoalicia@example.com,f,1947-05-31,Fernandes de Goiás,Mato Grosso,2024-12-15,Organico,PJ,571
765,Dr. Matheus Gonçalves,gael87@example.com,M,2005-06-24,Gonçalves das Pedras,es,2023-12-21,Social,pf,489
766,Raquel da Rosa,joao-miguelsales@example.org,m,1996-06-18,Fonseca dos Dourados,Rio de Janeiro,2023-05-05,Orgânico,PF,756
767,Sr. Marcos Vinicius Aragão,xrezende@example.org,M,1944-10-25,da Mata Paulista,Santa Catarina,2025-10-26,Organico,pf,569
768,Dr. Valentim Rocha,fernando29@example.com,F,1971-01-09,Sá,São Paulo,2023-05-26,Social,PF,454
769,Raul Moraes,alexia24@example.org,M,2003-06-21,Guerra,RO,2024-06-22,Orgânico,PJ,723
770,Maya Novais,qbrito@example.org,F,1974-01-06,Costa de Pereira,rs,2023-10-30,Ads,pf,835
771,Maria Julia Costa,marquesjoao-lucas@example.org,f,2004-03-19,Correia,es,2024-08-07,Organico,PJ,541
772,Dr. Bruno Guerra,moliveira@example.org,f,1975-03-01,Sousa,Goiás,2025-06-01,Ads,pf,335
773,Ana Vitória Nunes,cecilia11@example.net,F,1973-09-11,Alves Grande,BA,2024-09-14,Organico,PF,471
774,Ana Laura Moura,aparecidaayla@example.net,F,1971-04-13,Guerra de Silva,SE,2025-05-05,ads,PF,733
775,Jade Peixoto,ian88@example.org,M,1990-05-27,Lima,ms,2026-01-07,Organico,PF,451
776,Maitê Duarte,freitaspedro-henrique@example.org,m,1970-01-29,Guerra,Piauí,2025-06-09,Ads,PF,697
777,Sra. Isabelly Gomes,biancasampaio@example.net,f,1963-02-28,Garcia de Rodrigues,sp,2024-02-18,Orgânico,pf,832
778,Srta. Isabella Porto,sophiabarbosa@example.net,f,1952-08-11,da Cruz dos Dourados,MA,2025-05-22,Social,PJ,835
779,Gael Henrique Borges,rafaela37@example.org,f,1976-02-01,Novaes do Campo,RN,2025-11-25,Organico,PF,451
780,Vitor Hugo Gomes,jpinto@example.net,M,1953-01-04,Rios,CE,2024-10-08,Social,PF,592
781,Maria Liz Duarte,souzapedro-lucas@example.com,m,1997-06-06,da Costa,Rio Grande do Sul,2024-09-28,Orgânico,pf,797
782,Dra. Liz Pastor,hsouza@example.org,f,1995-02-10,Leão,BA,2024-09-26,ads,pf,712
783,Ana Sophia Pastor,davi-lucasramos@example.com,F,1977-12-17,Vargas,pb,2025-10-30,Social,PJ,711
784,João Lucas da Paz,renansiqueira@example.net,M,2007-01-02,Rios da Praia,Alagoas,2024-05-30,Orgânico,PJ,543
785,Yan Nogueira,zcardoso@example.com,M,1959-08-11,da Mota da Prata,ms,2025-02-09,Organico,pf,681
786,Sophia Marques,salesjoao-miguel@example.org,M,1946-11-12,Martins das Pedras,Espírito Santo,2025-10-14,Orgânico,pf,587
787,Leonardo Gonçalves,cardosopietra@example.org,f,1973-08-16,da Conceição de Goiás,pb,2025-10-10,Ads,PF,437
788,Diogo Castro,danilofogaca@example.net,m,1955-10-22,Duarte Paulista,ce,2025-11-07,Organico,pf,575
789,Laís Castro,bruno03@example.net,f,1950-03-02,Lopes de Goiás,go,2023-02-12,Ads,PF,752
790,Lorenzo Nascimento,gsilveira@example.net,F,2001-02-04,Sá,Sergipe,2025-12-11,Organico,PJ,682
791,Sr. Juan Carvalho,sampaiobenicio@example.com,M,1990-07-19,Abreu do Norte,ro,2025-08-27,ads,PF,618
792,Raul Carvalho,da-luzyago@example.net,f,1962-06-25,Nogueira das Pedras,AM,2024-02-28,Social,PJ,329
793,João Miguel Cirino,heloisabarbosa@example.com,F,1976-02-26,Melo,RN,2023-02-19,ads,PF,555
794,Sr. Théo Nogueira,vieirajoaquim@example.com,M,1963-09-25,Correia Verde,Amapá,2023-02-07,Ads,pf,503
795,Luiz Felipe Porto,ayla14@example.org,m,1956-11-09,Lima,Mato Grosso do Sul,2024-06-04,Organico,PJ,706
796,Sr. Oliver Guerra,cavalcantesara@example.org,M,1964-04-10,Leão,go,2024-03-27,Ads,PF,681
797,Caio Rios,carolina16@example.net,f,1945-06-27,Silveira das Flores,ce,2026-01-08,Organico,PF,785
798,Bryan Campos,urezende@example.com,m,1981-12-30,da Cruz,Paraíba,2025-05-01,ads,pf,392
799,Sr. Lorenzo Oliveira,vcarvalho@example.org,m,1973-05-25,Nascimento,SE,2025-04-02,Organico,PF,466
800,Isaque Costela,lorena02@example.org,F,2006-09-18,Sá,RJ,2023-04-06,ads,PJ,511
801,Felipe da Conceição,moraesjoao-lucas@example.net,m,1962-01-02,Santos do Oeste,mt,2024-03-17,Organico,PJ,320
802,Emanuella Siqueira,elisa76@example.org,M,1969-08-15,Novais,Tocantins,2025-07-27,ads,PJ,477
803,Sarah Lima,paulo28@example.com,M,1996-01-19,Cavalcante do Amparo,DF,2024-04-15,Orgânico,PJ,612
804,Davi Lucas da Paz,lauragomes@example.net,m,1969-07-29,Ramos de Goiás,Ceará,2024-08-08,Organico,pf,770
805,Laura Pinto,borgesluara@example.com,m,2000-06-21,Freitas da Prata,PR,2025-08-10,Organico,pf,833
806,Brayan Araújo,lunna90@example.org,f,2006-02-10,Castro,ac,2025-04-10,Ads,PF,823
807,Amanda Araújo,mirelladias@example.org,m,1948-03-15,Viana das Pedras,ce,2023-03-06,Social,PJ,589
808,Sophia Pereira,monteiromaysa@example.org,m,1971-05-13,da Costa das Pedras,pb,2023-02-24,Ads,pf,365
809,Alícia Duarte,ucosta@example.net,m,1995-05-18,Cassiano dos Dourados,Pará,2024-06-01,Orgânico,pf,567
810,Cauê Fogaça,oduarte@example.com,m,2003-10-02,Nogueira,MS,2024-05-31,ads,PJ,546
811,Isaac Moreira,nascimentonicole@example.com,M,1943-08-21,Montenegro,mt,2023-10-01,Organico,PJ,627
812,Erick Siqueira,ana-livia87@example.com,F,1959-11-25,da Rocha,rj,2026-01-31,Ads,PJ,809
813,Heloisa Pastor,thiagogarcia@example.com,m,2001-04-23,Nogueira dos Dourados,Pernambuco,2025-09-08,Organico,pf,697
814,Srta. Cecília Guerra,ana-carolina62@example.com,M,2001-10-17,Garcia,ma,2023-10-24,Social,PF,651
815,Maria Sophia Machado,souzamirella@example.net,F,1986-05-10,Borges da Prata,ba,2024-06-09,Social,PJ,787
816,Hadassa Barbosa,laisvieira@example.org,m,1956-11-21,Câmara de Ferreira,se,2023-06-19,Orgânico,PF,871
817,Henry Gabriel Rodrigues,davi-lucca36@example.org,F,1985-04-03,Caldeira,Bahia,2025-08-29,Ads,pf,431
818,Jade Barbosa,acassiano@example.net,m,1944-01-01,Martins de da Costa,ce,2025-12-21,Social,PF,643
819,João Miguel Pereira,isis30@example.org,M,1991-03-17,Nunes de Goiás,PE,2023-04-30,Orgânico,PF,614
820,Giovanna Dias,maria-fernandapeixoto@example.org,f,1941-10-16,Nunes do Sul,Sergipe,2024-10-20,Orgânico,pf,899
821,Mateus Pimenta,lrodrigues@example.com,m,1941-02-02,Azevedo de Castro,Bahia,2025-08-23,Ads,pf,354
822,Eloah Jesus,joana45@example.com,M,1956-05-28,Marques,Ceará,2025-06-01,ads,PJ,422
823,Noah Machado,daniela18@example.net,f,1947-04-18,Silva,mg,2023-04-11,Orgânico,pf,355
824,Noah Novaes,aazevedo@example.org,F,2002-05-17,Pereira,SC,2025-06-15,ads,pf,719
825,Isabela Nascimento,stellarios@example.org,f,1951-10-19,Cavalcante,AL,2023-07-08,Orgânico,PJ,484
826,Sr. Lorenzo Macedo,dramos@example.org,M,1964-10-02,Guerra do Sul,Pernambuco,2025-06-25,Orgânico,PJ,481
827,Thomas Mendonça,yuri72@example.org,m,1982-10-08,Costa,to,2025-12-24,Ads,PF,762
828,Maya Farias,hadassamacedo@example.net,m,1957-05-11,Brito da Serra,ES,2025-08-06,ads,PJ,462
829,Thomas Nunes,lararamos@example.net,f,1963-02-02,Costa,MT,2023-03-18,ads,PJ,744
830,Alice Andrade,jmachado@example.net,f,2005-08-20,Moraes,Goiás,2024-03-23,Organico,pf,692
831,Carlos Eduardo Cassiano,gpeixoto@example.com,M,1994-07-03,Freitas da Prata,MA,2025-04-23,Social,PF,682
832,Dra. Brenda Vargas,helenacavalcanti@example.com,M,1947-11-07,Souza de Goiás,Roraima,2023-03-01,Social,PF,318
833,Raquel Pimenta,camilabarros@example.org,M,1999-11-04,Teixeira,go,2023-05-27,ads,PF,652
834,Noah Gomes,eloamacedo@example.net,m,1991-08-09,Araújo,MA,2023-08-13,Ads,pf,815
835,Dr. Apollo Nogueira,antonellacassiano@example.com,m,2004-01-24,Barros,DF,2023-06-05,Ads,PF,605
836,Lucca Teixeira,luiz-gustavo40@example.org,m,1974-03-07,Teixeira da Serra,Paraná,2025-05-29,Social,PJ,836
837,Sra. Helena Castro,emanuelly28@example.org,m,1965-11-23,Barbosa de Machado,Mato Grosso,2024-10-31,ads,pf,801
838,Henry Pires,freitasisaque@example.net,m,1959-02-07,Albuquerque do Amparo,RR,2023-02-11,ads,pf,319
839,João Miguel Borges,camargolucas@example.net,F,1973-09-11,Fonseca do Amparo,TO,2023-02-10,ads,PF,322
840,Ana Sophia Araújo,silveiramaria@example.com,F,1987-06-22,Pinto Verde,RS,2023-08-13,Orgânico,PJ,338
841,Raul da Cruz,scosta@example.org,f,1950-05-29,da Cruz de Araújo,df,2025-05-01,Orgânico,PJ,349
842,Renan Ferreira,ifonseca@example.com,M,1955-02-15,Fernandes de Minas,ap,2023-04-28,Ads,PJ,320
843,Dra. Sophie Fonseca,da-conceicaobenjamin@example.net,M,1971-06-18,Ribeiro,ro,2025-02-02,Ads,pf,754
844,Cecilia da Conceição,da-conceicaorebeca@example.com,f,1946-02-08,Costela Grande,AL,2025-01-11,Social,pf,785
845,Manuella Alves,urocha@example.org,F,1953-11-21,Martins da Prata,SE,2025-12-09,Ads,pf,730
846,Lívia da Paz,apimenta@example.org,M,1943-12-29,Aparecida,rr,2025-04-28,Social,pf,440
847,Benjamim Araújo,onovais@example.org,f,1967-05-29,Silva,TO,2025-08-17,Social,PJ,420
848,Ana Clara Cirino,da-conceicaomaria-isis@example.com,m,1985-02-12,Nogueira de Goiás,RR,2023-10-18,Ads,pf,503
849,Lorenzo Cavalcanti,ialbuquerque@example.com,F,1946-02-12,da Costa da Praia,Piauí,2024-11-15,Social,PF,666
850,Dra. Hellena Câmara,liamdas-neves@example.com,f,2007-09-19,Vieira,Rondônia,2026-01-04,ads,PF,861
851,Alana Pastor,cferreira@example.com,f,1992-04-14,da Cunha de Goiás,PR,2025-03-06,Organico,pf,540
852,Dra. Bárbara Porto,yasminmelo@example.org,M,2003-09-24,Cassiano,DF,2023-08-19,Ads,PF,887
853,Juliana Castro,nunesraul@example.org,f,1948-01-30,Pereira do Amparo,AC,2023-03-15,Ads,PJ,376
854,Dra. Laura da Rosa,giovanna11@example.net,M,1968-11-12,da Mata de Goiás,Rio de Janeiro,2025-11-07,ads,pf,603
855,Letícia Freitas,caio08@example.net,m,2002-06-11,Castro,Amazonas,2024-03-22,Ads,PF,478
856,Sr. Mathias da Luz,rhavicavalcante@example.net,M,1994-06-20,Pinto,Paraíba,2024-09-14,Orgânico,PJ,620
857,Dra. Luana da Luz,kbrito@example.net,f,2003-09-25,Cassiano,ms,2023-04-30,Ads,PF,346
858,Vitor Mendes,machadojose-pedro@example.org,M,1999-07-14,Casa Grande,AM,2023-08-19,ads,pf,666
859,Vitor Hugo Borges,duartevinicius@example.org,f,1998-05-29,Pastor,sp,2024-03-15,Orgânico,PJ,395
860,Valentim Barros,vitorcarvalho@example.net,m,1940-12-11,Siqueira do Oeste,Mato Grosso do Sul,2023-09-22,ads,PF,710
861,Léo da Rosa,da-matabella@example.com,f,2001-04-15,Correia,Roraima,2026-01-02,Orgânico,pf,789
862,Mateus Dias,pda-cunha@example.org,f,1952-04-02,Sales,rr,2024-11-21,ads,PF,435
863,Clarice Cardoso,dsales@example.org,M,1945-01-20,das Neves,AP,2023-05-23,Ads,pf,794
864,Maria Julia Correia,vianadante@example.net,f,1981-06-03,Marques do Sul,CE,2025-05-11,Social,pf,667
865,Srta. Julia Costa,maria-luisa84@example.net,M,1950-06-20,Pimenta de Minas,sc,2023-04-25,ads,pf,799
866,Mariane Pinto,fariassophie@example.net,M,1999-04-19,Sales das Pedras,Espírito Santo,2024-12-10,Organico,PF,364
867,Nathan Farias,luara46@example.net,m,1950-07-29,Andrade,pe,2024-04-20,Orgânico,PF,837
868,Marcela Rios,nascimentodavi-luiz@example.com,F,1966-04-12,Ramos,es,2024-06-09,Orgânico,PJ,835
869,José Moraes,novaisisis@example.org,M,1953-12-15,Garcia de Sales,Distrito Federal,2024-05-07,ads,pf,654
870,Sarah Garcia,vicenteandrade@example.org,f,1987-06-05,Martins de Goiás,SP,2026-01-21,Social,PJ,355
871,Sarah Pires,henry-gabriel79@example.com,M,1962-10-02,Sá da Praia,mg,2024-09-30,ads,PJ,780
872,Luana Machado,borgesjoao-guilherme@example.net,f,1973-05-16,Martins,SP,2024-07-19,Ads,pf,628
873,Thales Vargas,maria-vitoria43@example.net,F,1952-10-11,Fonseca Verde,Mato Grosso,2025-09-17,Orgânico,PF,819
874,Yan Freitas,anunes@example.org,F,2000-05-05,da Mota de Rezende,pr,2025-10-26,Organico,pf,540
875,Luiz Miguel Moura,luigi11@example.com,M,1963-12-07,Oliveira da Prata,Santa Catarina,2025-05-17,Organico,PJ,758
876,Dra. Gabrielly da Cruz,giovannafarias@example.com,M,1961-06-16,Pinto,Rondônia,2025-08-07,Organico,pf,421
877,Gael Henrique da Costa,luara76@example.net,f,1974-10-19,Macedo,mt,2025-10-19,Ads,PF,713
878,Vinicius Monteiro,peixotofernando@example.org,f,1954-04-25,Fernandes,PA,2023-08-31,Social,PJ,300
879,Melina Sousa,da-luzyasmin@example.org,M,1946-11-16,Sampaio,al,2023-10-20,Social,PJ,611
880,Mirella Viana,zoebrito@example.net,F,2000-12-26,Gomes,to,2025-01-30,Organico,pf,672
881,Ester Casa Grande,zcostela@example.com,M,1969-09-26,Porto,SP,2024-09-19,Organico,pf,873
882,Letícia Ribeiro,thomasgoncalves@example.net,f,1942-08-03,Fonseca,pr,2024-05-05,Orgânico,PJ,763
883,Alana da Costa,tviana@example.org,M,1961-01-21,Lopes,SE,2025-07-31,ads,PF,649
884,Kamilly Câmara,vargasjoao-guilherme@example.com,m,1976-04-02,Borges,pb,2023-06-07,Orgânico,PJ,834
885,Igor Nascimento,dantecamargo@example.com,m,1961-11-09,Marques do Campo,go,2024-12-08,Ads,PF,468
886,Dr. Thomas Costa,olivercirino@example.com,f,1952-11-19,Mendonça,PB,2024-02-05,Organico,PF,560
887,Maria Vitória Nunes,cunhacamila@example.org,F,1997-02-07,da Rosa,BA,2025-02-03,Ads,pf,520
888,Sr. Bruno Leão,ravi42@example.net,f,1996-08-18,Aragão de Minas,PI,2025-03-05,Orgânico,PF,724
889,Ana Júlia Souza,taraujo@example.net,M,1955-07-22,Novaes Grande,rn,2023-03-03,Social,PF,761
890,Maitê Nascimento,heitor69@example.org,f,1995-05-16,Melo,es,2024-02-07,Social,PJ,437
891,Sr. Diego Castro,bnovais@example.com,f,1973-11-11,Borges da Mata,GO,2023-03-31,Social,PJ,349
892,Julia Câmara,rezendeelisa@example.com,f,1972-06-01,da Mata Alegre,mg,2024-10-13,Organico,PJ,481
893,Sophia Fernandes,theo23@example.org,F,2000-05-04,Ribeiro Grande,pr,2025-03-27,ads,PF,696
894,Isis Lopes,pintosabrina@example.org,m,1991-04-14,Macedo,ap,2023-10-02,Organico,pf,554
895,Yan Sales,lunna63@example.org,m,1970-11-15,Nunes,Minas Gerais,2023-08-01,Orgânico,pf,763
896,Dr. José Pedro Garcia,usantos@example.org,F,1985-01-02,Araújo de Câmara,AM,2024-10-30,Organico,PJ,824
897,Dr. Noah Barbosa,abreufelipe@example.org,m,1950-11-13,da Mota de Minas,ba,2023-11-16,Social,pf,866
898,Rodrigo Aparecida,melodaniela@example.org,F,1982-06-19,Pacheco,ES,2024-08-23,ads,PJ,597
899,Matteo Viana,rbrito@example.org,m,1987-09-27,Camargo do Sul,df,2023-10-10,ads,PJ,482
900,Srta. Eloah Costela,aylla96@example.net,m,1948-01-26,Novaes,to,2026-01-29,Ads,pf,875
901,Luiz Henrique Costela,vitor-gabrielpinto@example.net,f,1981-06-20,Nogueira,es,2024-09-27,Social,PJ,727
902,Sr. Leandro Oliveira,isaac54@example.net,m,1960-02-23,da Paz Verde,Amapá,2026-01-21,Ads,PJ,409
903,João Vitor Silveira,alice72@example.net,M,1993-07-09,Viana do Sul,Piauí,2024-10-30,ads,PF,357
904,Nina Andrade,bgoncalves@example.net,F,1958-10-26,Costa da Mata,Tocantins,2025-10-05,ads,pf,556
905,Enrico Castro,rafaelada-paz@example.net,F,1978-02-12,Pacheco das Pedras,RS,2024-12-01,Orgânico,PF,854
906,Pedro Lucas Monteiro,larafarias@example.org,M,1972-07-06,Sá das Pedras,Mato Grosso do Sul,2026-01-08,Organico,PF,875
907,Sr. Davi Miguel Melo,camargonoah@example.net,F,1985-11-14,Nunes do Galho,pr,2025-07-03,Social,pf,543
908,Sra. Juliana Campos,helena09@example.org,m,1962-04-20,Cardoso,es,2025-01-14,Ads,pf,696
909,Apollo Pacheco,zda-conceicao@example.net,f,1990-07-12,Moraes do Oeste,pe,2025-06-29,Orgânico,PJ,355
910,Ana Laura Sales,alice62@example.com,M,1963-08-03,Moreira de Casa Grande,ce,2024-08-16,Orgânico,PF,753
911,Ester Macedo,sousamaria-luisa@example.org,F,2007-02-26,Novais da Praia,df,2023-08-24,Orgânico,PJ,859
912,Dra. Alice Moraes,olivia20@example.com,F,1980-12-10,Cavalcante,pi,2024-09-04,ads,pf,759
913,Helena Vasconcelos,benjamin58@example.org,F,1991-02-03,Farias de Barbosa,ce,2024-01-10,Ads,PF,477
914,Srta. Elisa Cardoso,zaraujo@example.com,M,1954-02-22,Fogaça,Tocantins,2024-04-17,Ads,pf,585
915,Josué Ramos,aragaoclara@example.net,m,1955-02-22,Moraes,SE,2025-10-18,ads,PJ,561
916,Heloísa Ribeiro,otaviodias@example.com,M,1991-03-14,Nascimento Verde,Goiás,2024-02-10,Organico,PJ,458
917,Maria Fernanda Campos,caio53@example.net,M,1991-02-07,Cardoso,MG,2024-04-02,Orgânico,PJ,352
918,Benício Aragão,cmoraes@example.org,m,1953-11-11,Rios Paulista,Amazonas,2025-04-26,Social,PJ,666
919,Ian Azevedo,elisa33@example.com,M,1948-12-21,Campos de Moreira,rj,2024-03-27,Orgânico,PJ,525
920,Sr. Luigi Lopes,isabelaaparecida@example.com,F,1961-06-19,Pinto,df,2025-07-20,Ads,PJ,463
921,Alícia Barbosa,vitor-hugo92@example.com,f,1984-02-04,Cardoso,go,2023-10-03,Social,pf,394
922,Aurora Almeida,rsouza@example.org,m,1942-06-30,Correia,PB,2023-10-16,ads,PJ,639
923,Srta. Ana Liz Mendes,davi-luccaborges@example.com,m,2006-01-24,Vargas do Oeste,Alagoas,2024-12-15,Orgânico,PF,843
924,Stella Moura,cavalcantiluna@example.org,f,1958-02-28,Almeida,ms,2024-10-22,Ads,PF,654
925,Vitória Aparecida,luiz-henrique12@example.org,f,1941-02-20,Ramos Alegre,ES,2025-08-23,Social,PJ,549
